,movie_id,movie_title,release_date,video_release date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
354,355,Sphere (1998),13-Feb-1998,,https://m.media-amazon.com/images/M/MV5BMTYyMTBlM2UtNWE1Ni00ZDg4LTliODQtYTFhZWIwNTAyNTg3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
355,356,"Client, The (1994)",01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
356,357,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,358,Spawn (1997),01-Aug-1997,,https://m.media-amazon.com/images/M/MV5BN2ZkMWFlODEtNzIyOC00NmU2LTg5MDQtYWQxY2UyYmQxZGJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
358,359,"Assignment, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BY2Y4Mzc2ZjgtOTdmOC00MTY3LWJkMDUtY2VjNmEzZTU4MjFhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,360,Wonderland (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BODNkZTBhZmUtNWIzYy00MTg4LWEwNGQtN2VlNDQyOTY2NmY1XkEyXkFqcGdeQXVyMzIzODM1NQ@@._V1_.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,361,Incognito (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMjE3ODc2Nzg2MV5BMl5BanBnXkFtZTgwMzIxMzgwMzE@._V1_.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
361,362,Blues Brothers 2000 (1998),06-Feb-1998,,https://m.media-amazon.com/images/M/MV5BMGUyODE5ODAtZTIzNy00NDg4LTlhOTQtMTQ0MzU0MTdmZDFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
362,363,Sudden Death (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BN2NjYWE5NjMtODlmZC00MjJhLWFkZTktYTJlZTI4YjVkMGNmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,364,Ace Ventura: When Nature Calls (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,365,Powder (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,366,Dangerous Minds (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,367,Clueless (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,368,Bio-Dome (1996),01-Jan-1996,,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,369,Black Sheep (1996),02-Feb-1996,,https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,370,Mary Reilly (1996),23-Feb-1996,,https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
370,371,"Bridges of Madison County, The (1995)",09-Feb-1996,,https://m.media-amazon.com/images/M/MV5BNmRiZDZkN2EtNWI5ZS00ZDg3LTgyNDItMWI5NjVlNmE5ODJiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
371,372,Jeffrey (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,373,Judge Dredd (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,374,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BN2I2Y2I5N2MtMzJhMy00NzE2LThlMzEtNGE0ODA4M2JhOWNiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,375,Showgirls (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,376,Houseguest (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNGVkZWMwZWItOWQzZS00YTU5LWJjMGUtZTM5MjdmZmQ2YTU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,377,Heavyweights (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BMmUzMmVjZjMtMThkMS00NDRkLWJhYmQtMjcwMmJkY2ExYmQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,378,Miracle on 34th Street (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BZjk3M2UyN2YtNmQ1MS00MWI3LWEzNGMtYTRkM2E5MWNjOWJjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,379,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,380,Star Trek: Generations (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNjFiMzc4YzAtNGMzYS00NjI0LWJhYTYtN2JiOTI2ODczYzE3XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,381,Muriel's Wedding (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNTU2M2Q0YzktZGE4MC00YTQ1LWJmZGUtYzdjZTdiODBkY2ZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
381,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
382,383,"Flintstones, The (1994)",01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,384,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,385,True Lies (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
385,386,Addams Family Values (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,387,"Age of Innocence, The (1993)",01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,388,Beverly Hills Cop III (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,389,Black Beauty (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,390,Fear of a Black Hat (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BM2I0MmRiMmUtNThjZS00NGFiLWFmMjItYjRjNTRjN2FmZDVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,391,Last Action Hero (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,392,"Man Without a Face, The (1993)",01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,393,Mrs. Doubtfire (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,394,Radioland Murders (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BMWRkYzc3YjYtNWY3Yy00Y2FmLTgyOTYtM2U2ZDg0MDA0MTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
394,395,Robin Hood: Men in Tights (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BZGYyNmU2NmEtNGU1ZS00YjFkLWI0MWQtZjU2MmUxZDAyN2UxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,396,Serial Mom (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BYjM0N2ViMzUtMTc1OS00YmEzLWE2NWYtNjU5NTY4NjRlOTI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
396,397,Striking Distance (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,398,Super Mario Bros. (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,399,"Three Musketeers, The (1993)",01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BMzc4OTJlMTgtMWE5MC00MDRlLWE2MDQtYTI4ZTAzNzUyZjM2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,400,"Little Rascals, The (1994)",01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BYWE1MzdmNmMtNWQwZS00MTVkLTk3MDMtYzVkOWZlOTczMDIwXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,401,"Brady Bunch Movie, The (1995)",01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BNmVmYzkzY2YtZWNkNC00YzVhLTk4MzYtZWMxZWQ0YzBhZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,402,Ghost (1990),01-Jan-1990,,https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
402,403,Batman (1989),01-Jan-1989,,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_.jpg,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
403,404,Pinocchio (1940),01-Jan-1940,,https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,405,Mission: Impossible (1996),22-May-1996,,https://m.media-amazon.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,406,Thinner (1996),25-Oct-1996,,https://m.media-amazon.com/images/M/MV5BMDNlZGZlYjctYzM4OS00YTcyLWE1M2QtMDA5Nzk0MTlhNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
406,407,Spy Hard (1996),24-May-1996,,https://m.media-amazon.com/images/M/MV5BOGFmYWFiZDAtZTc1YS00ZTIxLTkwODctODc0MzUzNGIyNzgwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,408,"Close Shave, A (1995)",28-Apr-1996,,https://m.media-amazon.com/images/M/MV5BNmNmNzQ0YzUtYzFlNC00ODQxLTgyMGUtMTUwYzcxYmNjMjcwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
408,409,Jack (1996),07-Aug-1996,,https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
409,410,Kingpin (1996),12-Jul-1996,,https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,411,"Nutty Professor, The (1996)",28-Jun-1996,,https://m.media-amazon.com/images/M/MV5BMTcwODlmZDktNWRkOC00NTFlLTkyMjQtYWUxMzZkNDE4MGVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
411,412,"Very Brady Sequel, A (1996)",23-Aug-1996,,https://m.media-amazon.com/images/M/MV5BYWU3YzYxZTgtMmRmOC00ZDE2LWEyMjAtNTQ4NTExNzE0NDYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,413,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-1996,,https://m.media-amazon.com/images/M/MV5BMWZmMDIwMjAtMDc3MC00YTAxLWIyNWQtYzljNTQzYTIyYWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,414,My Favorite Year (1982),01-Jan-1982,,https://m.media-amazon.com/images/M/MV5BNjlhZTYwYzgtODA5MS00OWEyLWI1MWItZThjZmRlYTQ1MGE2XkEyXkFqcGdeQXVyNDI4ODM5MDM@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,415,"Apple Dumpling Gang, The (1975)",01-Jan-1975,,https://m.media-amazon.com/images/M/MV5BZTc5NDk1NDgtMThmYy00MWViLTk2ZjUtNTQyMDI1MDI0MDRjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
415,416,Old Yeller (1957),01-Jan-1957,,https://m.media-amazon.com/images/M/MV5BNTkzNzBkMWEtZjE3Yy00NDMxLWFhM2ItYWRiYThjNDhkOGY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,417,"Parent Trap, The (1961)",01-Jan-1961,,https://m.media-amazon.com/images/M/MV5BMzc1N2VhOTctMzVjZi00NWEyLTk2N2QtOWFjZDExOTBkODBjXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,418,Cinderella (1950),01-Jan-1950,,https://m.media-amazon.com/images/M/MV5BMWE3NzMxZTYtZTUyYi00ZTMzLTg2MzEtZjg0NGM3ZDJjZDg2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,419,Mary Poppins (1964),01-Jan-1964,,https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
419,420,Alice in Wonderland (1951),01-Jan-1951,,https://m.media-amazon.com/images/M/MV5BMTgyMjM2NTAxMF5BMl5BanBnXkFtZTgwNjU1NDc2MTE@._V1_.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,421,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,,https://m.media-amazon.com/images/M/MV5BMGU4YmI1ZGQtZjExYi00M2E0LTgyYTAtNzQ5ZmVlMTk4NzUzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,422,Aladdin and the King of Thieves (1996),01-Jan-1996,,https://m.media-amazon.com/images/M/MV5BODFkMjE5YzAtMDFkOC00ZDNhLTkwNmQtODk1Y2VhNThlNWJhXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_.jpg,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,423,E.T. the Extra-Terrestrial (1982),01-Jan-1982,,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
423,424,Children of the Corn: The Gathering (1996),01-Jan-1996,,https://m.media-amazon.com/images/M/MV5BYWU1MWU5ZDUtNjJlNS00Y2MwLThmNjAtNTAwNjM1NDAwYTY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,425,Bob Roberts (1992),01-Jan-1992,,https://m.media-amazon.com/images/M/MV5BZGY2MWQwZTMtNGY2MS00ZGE2LTk3MjQtNWQwNWY5OGI2NWJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,426,"Transformers: The Movie, The (1986)",01-Jan-1986,,https://m.media-amazon.com/images/M/MV5BZGM1MGY4OTYtOGZkOC00NjYyLTk3OTMtODUyZDdhYWQ3NGFjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
426,427,To Kill a Mockingbird (1962),01-Jan-1962,,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,428,Harold and Maude (1971),01-Jan-1971,,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,429,"Day the Earth Stood Still, The (1951)",01-Jan-1951,,https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
429,430,Duck Soup (1933),01-Jan-1933,,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,431,Highlander (1986),01-Jan-1986,,https://m.media-amazon.com/images/M/MV5BMjc3YmU3MzQtNTA4OC00ZjljLWFmODAtZDU1YzY5ZTNkZDU3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,432,Fantasia (1940),01-Jan-1940,,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,433,Heathers (1989),01-Jan-1989,,https://m.media-amazon.com/images/M/MV5BYTVjNTM1MDItMDhiMy00ZmM1LWI0NDItNDhlZmEzZmEzMTBmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,434,Forbidden Planet (1956),01-Jan-1956,,https://m.media-amazon.com/images/M/MV5BOTdmODZkNmQtYjU4Mi00MTcyLTg5YmEtNmVjMWU1M2Y5NzgyXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,435,Butch Cassidy and the Sundance Kid (1969),01-Jan-1969,,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
435,436,"American Werewolf in London, An (1981)",01-Jan-1981,,https://m.media-amazon.com/images/M/MV5BZGNmYWQzMGEtNDlhMS00NzEwLTkzMDItMDQ4MjkyMzRkNjFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,437,Amityville 1992: It's About Time (1992),01-Jan-1992,,https://m.media-amazon.com/images/M/MV5BNTdjMWU5NjUtOTA2NS00NmYwLTgxOTAtZmU0MTlhZTViMWEyXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
